X,중국생산,중국수입,미국수입,알루미늄,전기동,연,아연,주석,니켈,브라질수출,BHP,RIO,VALE,원자재,중국환율,철광석_가격,브라질환율,호주환율,중국재고
2018.4.1,6746.8,8292,3405565 ,2246 ,6839 ,2357 ,3191 ,21340 ,13935 ,25293,46.8,54.26,13.12,116.51,6.36,65.97,3.41,0.77,155.79
2018.4.1,6746.8,8292,3405565 ,2246 ,6839 ,2357 ,3191 ,21340 ,13935 ,25293,47.7,56.6,14,119.17,6.37,66.5,3.4,0.77,NA
2018.4.1,6746.8,8292,3405565 ,2246 ,6839 ,2357 ,3191 ,21340 ,13935 ,25293,46.53,55.14,13.95,119.83,6.36,66.43,3.47,0.76,NA
2018.4.1,6746.8,8292,3405565 ,2246 ,6839 ,2357 ,3191 ,21340 ,13935 ,25293,48.27,55.62,14.08,120.3,6.38,66.95,3.52,0.75,NA
2018.5.1,NA,NA,2657740 ,2291 ,6822 ,2364 ,3058 ,20900 ,14356 ,29953,50.41,57.39,14.61,121.7,6.41,67.93,3.57,0.75,NA
2018.5.1,NA,NA,2657740 ,2291 ,6822 ,2364 ,3058 ,20900 ,14356 ,29953,50.81,58.41,14.58,124.83,6.41,64.66,3.68,0.75,NA
2018.5.1,NA,NA,2657740 ,2291 ,6822 ,2364 ,3058 ,20900 ,14356 ,29953,49.02,56.98,14.03,126.18,6.41,65.29,3.65,0.76,NA
2018.5.1,NA,NA,2657740 ,2291 ,6822 ,2364 ,3058 ,20900 ,14356 ,29953,50.24,57.54,14.03,124.83,6.46,66.3,3.73,0.76,NA
2018.6.1,NA,NA,,2240 ,6955 ,2441 ,3092 ,20663 ,15111 ,NA,51.67,59.22,13.75,124.39,6.56,67.37,3.8,0.76,NA
2018.6.1,NA,NA,,2240 ,6955 ,2441 ,3092 ,20663 ,15111 ,NA,48.7,56.79,13.17,124.41,6.62,66.13,3.74,0.75,NA
2018.6.1,NA,NA,,2240 ,6955 ,2441 ,3092 ,20663 ,15111 ,NA,48.93,55.46,12.81,122.9,NA,65.23,3.76,0.74,NA
2018.6.1,NA,NA,,2240 ,6955 ,2441 ,3092 ,20663 ,15111 ,NA,50.01,55.48,12.82,121.65,NA,NA,3.84,0.74,NA
2018.6.1,NA,NA,,2240 ,6955 ,2441 ,3092 ,20663 ,15111 ,NA,50.01,55.48,12.82,123.41,NA,NA,3.91,0.74,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
